Ground truth pos_x: 14.740000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.480000, Ground truth v_y: 6.000000, Measurement pos_x: 14.569931 , Measurement pos_y: 29.261546, Estimated pos_x: 14.613626, Estimated v_x: 2.385813, Estimated pos_y: 29.294060, Estimated v_y: 5.341576, Kalman gain1: 0.621820, Kalman gain2: 0.615270, Time taken for Kalman Filter: 3.024000 seconds
Ground truth pos_x: 14.770000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.540000, Ground truth v_y: 6.000000, Measurement pos_x: 14.785303 , Measurement pos_y: 29.008043, Estimated pos_x: 14.595478, Estimated v_x: 2.344249, Estimated pos_y: 29.293569, Estimated v_y: 5.210678, Kalman gain1: 0.621820, Kalman gain2: 0.615264, Time taken for Kalman Filter: 3.044000 seconds
Ground truth pos_x: 14.800000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.600000, Ground truth v_y: 6.000000, Measurement pos_x: 14.457933 , Measurement pos_y: 28.812769, Estimated pos_x: 14.722381, Estimated v_x: 2.446618, Estimated pos_y: 29.133857, Estimated v_y: 4.694424, Kalman gain1: 0.621820, Kalman gain2: 0.615258, Time taken for Kalman Filter: 3.063000 seconds
Ground truth pos_x: 14.830000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.660000, Ground truth v_y: 6.000000, Measurement pos_x: 14.915413 , Measurement pos_y: 29.990774, Estimated pos_x: 14.567195, Estimated v_x: 2.268863, Estimated pos_y: 28.949898, Estimated v_y: 4.129587, Kalman gain1: 0.621820, Kalman gain2: 0.615252, Time taken for Kalman Filter: 3.083000 seconds
Ground truth pos_x: 14.860000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.720000, Ground truth v_y: 6.000000, Measurement pos_x: 14.771523 , Measurement pos_y: 29.645585, Estimated pos_x: 14.792304, Estimated v_x: 2.469144, Estimated pos_y: 29.618366, Estimated v_y: 5.669405, Kalman gain1: 0.621820, Kalman gain2: 0.615247, Time taken for Kalman Filter: 3.103000 seconds
Ground truth pos_x: 14.890000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.780000, Ground truth v_y: 6.000000, Measurement pos_x: 14.828675 , Measurement pos_y: 29.851468, Estimated pos_x: 14.788720, Estimated v_x: 2.441167, Estimated pos_y: 29.656565, Estimated v_y: 5.623831, Kalman gain1: 0.621820, Kalman gain2: 0.615241, Time taken for Kalman Filter: 3.123000 seconds
Ground truth pos_x: 14.920000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.840000, Ground truth v_y: 6.000000, Measurement pos_x: 15.259221 , Measurement pos_y: 29.909568, Estimated pos_x: 14.822797, Estimated v_x: 2.450730, Estimated pos_y: 29.799816, Estimated v_y: 5.839023, Kalman gain1: 0.621820, Kalman gain2: 0.615236, Time taken for Kalman Filter: 3.141000 seconds
Ground truth pos_x: 14.950000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.900000, Ground truth v_y: 6.000000, Measurement pos_x: 15.058734 , Measurement pos_y: 30.225802, Estimated pos_x: 15.103442, Estimated v_x: 2.704154, Estimated pos_y: 29.890438, Estimated v_y: 5.919024, Kalman gain1: 0.621820, Kalman gain2: 0.615230, Time taken for Kalman Filter: 3.162000 seconds
Ground truth pos_x: 14.980000, Ground truth v_x: 3.000000, Ground truth pos_y: 29.960000, Ground truth v_y: 6.000000, Measurement pos_x: 14.776772 , Measurement pos_y: 30.101500, Estimated pos_x: 15.085868, Estimated v_x: 2.660012, Estimated pos_y: 30.122948, Estimated v_y: 6.350766, Kalman gain1: 0.621819, Kalman gain2: 0.615225, Time taken for Kalman Filter: 3.181000 seconds
Ground truth pos_x: 15.010000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.020000, Ground truth v_y: 6.000000, Measurement pos_x: 15.014419 , Measurement pos_y: 30.409292, Estimated pos_x: 14.903726, Estimated v_x: 2.453484, Estimated pos_y: 30.133137, Estimated v_y: 6.217471, Kalman gain1: 0.621819, Kalman gain2: 0.615220, Time taken for Kalman Filter: 3.201000 seconds
Ground truth pos_x: 15.040000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.080000, Ground truth v_y: 6.000000, Measurement pos_x: 15.449020 , Measurement pos_y: 29.890772, Estimated pos_x: 14.981835, Estimated v_x: 2.506490, Estimated pos_y: 30.329615, Estimated v_y: 6.554426, Kalman gain1: 0.621819, Kalman gain2: 0.615215, Time taken for Kalman Filter: 3.220000 seconds
Ground truth pos_x: 15.070000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.140000, Ground truth v_y: 6.000000, Measurement pos_x: 15.512742 , Measurement pos_y: 30.011438, Estimated pos_x: 15.281819, Estimated v_x: 2.778487, Estimated pos_y: 30.078567, Estimated v_y: 5.757293, Kalman gain1: 0.621819, Kalman gain2: 0.615210, Time taken for Kalman Filter: 3.238000 seconds
Ground truth pos_x: 15.100000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.200000, Ground truth v_y: 6.000000, Measurement pos_x: 15.017890 , Measurement pos_y: 30.410111, Estimated pos_x: 15.435919, Estimated v_x: 2.903459, Estimated pos_y: 30.057863, Estimated v_y: 5.559502, Kalman gain1: 0.621819, Kalman gain2: 0.615205, Time taken for Kalman Filter: 3.257000 seconds
Ground truth pos_x: 15.130000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.260000, Ground truth v_y: 6.000000, Measurement pos_x: 15.483493 , Measurement pos_y: 29.807091, Estimated pos_x: 15.186961, Estimated v_x: 2.628425, Estimated pos_y: 30.299680, Estimated v_y: 6.031713, Kalman gain1: 0.621819, Kalman gain2: 0.615200, Time taken for Kalman Filter: 3.277000 seconds
Ground truth pos_x: 15.160000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.320000, Ground truth v_y: 6.000000, Measurement pos_x: 15.105741 , Measurement pos_y: 30.485845, Estimated pos_x: 15.381291, Estimated v_x: 2.794680, Estimated pos_y: 30.012894, Estimated v_y: 5.148448, Kalman gain1: 0.621819, Kalman gain2: 0.615196, Time taken for Kalman Filter: 3.296000 seconds
Ground truth pos_x: 15.190000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.380000, Ground truth v_y: 6.000000, Measurement pos_x: 15.585404 , Measurement pos_y: 31.134732, Estimated pos_x: 15.220517, Estimated v_x: 2.607972, Estimated pos_y: 30.328981, Estimated v_y: 5.824139, Kalman gain1: 0.621819, Kalman gain2: 0.615191, Time taken for Kalman Filter: 3.314000 seconds
Ground truth pos_x: 15.220000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.440000, Ground truth v_y: 6.000000, Measurement pos_x: 15.249682 , Measurement pos_y: 30.602684, Estimated pos_x: 15.457273, Estimated v_x: 2.816401, Estimated pos_y: 30.856545, Estimated v_y: 7.026793, Kalman gain1: 0.621819, Kalman gain2: 0.615187, Time taken for Kalman Filter: 3.333000 seconds
Ground truth pos_x: 15.250000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.500000, Ground truth v_y: 6.000000, Measurement pos_x: 15.319017 , Measurement pos_y: 30.528198, Estimated pos_x: 15.338840, Estimated v_x: 2.671368, Estimated pos_y: 30.723298, Estimated v_y: 6.503463, Kalman gain1: 0.621819, Kalman gain2: 0.615182, Time taken for Kalman Filter: 3.352000 seconds
Ground truth pos_x: 15.280000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.560000, Ground truth v_y: 6.000000, Measurement pos_x: 15.236853 , Measurement pos_y: 30.294361, Estimated pos_x: 15.336616, Estimated v_x: 2.642740, Estimated pos_y: 30.624989, Estimated v_y: 6.081976, Kalman gain1: 0.621819, Kalman gain2: 0.615178, Time taken for Kalman Filter: 3.372000 seconds
Ground truth pos_x: 15.310000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.620000, Ground truth v_y: 6.000000, Measurement pos_x: 15.487382 , Measurement pos_y: 30.308521, Estimated pos_x: 15.284576, Estimated v_x: 2.565111, Estimated pos_y: 30.439999, Estimated v_y: 5.445502, Kalman gain1: 0.621819, Kalman gain2: 0.615174, Time taken for Kalman Filter: 3.392000 seconds
Ground truth pos_x: 15.340000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.680000, Ground truth v_y: 6.000000, Measurement pos_x: 14.973025 , Measurement pos_y: 30.973650, Estimated pos_x: 15.420385, Estimated v_x: 2.674091, Estimated pos_y: 30.377691, Estimated v_y: 5.142128, Kalman gain1: 0.621819, Kalman gain2: 0.615170, Time taken for Kalman Filter: 3.410000 seconds
Ground truth pos_x: 15.370000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.740000, Ground truth v_y: 6.000000, Measurement pos_x: 14.781526 , Measurement pos_y: 30.652914, Estimated pos_x: 15.152321, Estimated v_x: 2.382440, Estimated pos_y: 30.771093, Estimated v_y: 6.033710, Kalman gain1: 0.621819, Kalman gain2: 0.615165, Time taken for Kalman Filter: 3.430000 seconds
Ground truth pos_x: 15.400000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.800000, Ground truth v_y: 6.000000, Measurement pos_x: 15.306461 , Measurement pos_y: 30.706859, Estimated pos_x: 14.930764, Estimated v_x: 2.139686, Estimated pos_y: 30.719312, Estimated v_y: 5.740408, Kalman gain1: 0.621819, Kalman gain2: 0.615161, Time taken for Kalman Filter: 3.448000 seconds
Ground truth pos_x: 15.430000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.860000, Ground truth v_y: 6.000000, Measurement pos_x: 15.217274 , Measurement pos_y: 31.417559, Estimated pos_x: 15.172471, Estimated v_x: 2.357636, Estimated pos_y: 30.732840, Estimated v_y: 5.625235, Kalman gain1: 0.621819, Kalman gain2: 0.615158, Time taken for Kalman Filter: 3.469000 seconds
Ground truth pos_x: 15.460000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.920000, Ground truth v_y: 6.000000, Measurement pos_x: 15.382667 , Measurement pos_y: 30.838580, Estimated pos_x: 15.209247, Estimated v_x: 2.370694, Estimated pos_y: 31.183847, Estimated v_y: 6.664947, Kalman gain1: 0.621819, Kalman gain2: 0.615154, Time taken for Kalman Filter: 3.487000 seconds
Ground truth pos_x: 15.490000, Ground truth v_x: 3.000000, Ground truth pos_y: 30.980000, Ground truth v_y: 6.000000, Measurement pos_x: 15.299086 , Measurement pos_y: 31.130660, Estimated pos_x: 15.326048, Estimated v_x: 2.462790, Estimated pos_y: 30.991748, Estimated v_y: 5.981150, Kalman gain1: 0.621819, Kalman gain2: 0.615150, Time taken for Kalman Filter: 3.506000 seconds
Ground truth pos_x: 15.520000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.040000, Ground truth v_y: 6.000000, Measurement pos_x: 15.565600 , Measurement pos_y: 30.843826, Estimated pos_x: 15.318596, Estimated v_x: 2.431054, Estimated pos_y: 31.101250, Estimated v_y: 6.112910, Kalman gain1: 0.621819, Kalman gain2: 0.615146, Time taken for Kalman Filter: 3.525000 seconds
Ground truth pos_x: 15.550000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.100000, Ground truth v_y: 6.000000, Measurement pos_x: 15.974274 , Measurement pos_y: 31.572237, Estimated pos_x: 15.481382, Estimated v_x: 2.568043, Estimated pos_y: 30.962256, Estimated v_y: 5.580484, Kalman gain1: 0.621819, Kalman gain2: 0.615143, Time taken for Kalman Filter: 3.544000 seconds
Ground truth pos_x: 15.580000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.160000, Ground truth v_y: 6.000000, Measurement pos_x: 15.832103 , Measurement pos_y: 31.248438, Estimated pos_x: 15.797583, Estimated v_x: 2.855443, Estimated pos_y: 31.366228, Estimated v_y: 6.509872, Kalman gain1: 0.621819, Kalman gain2: 0.615139, Time taken for Kalman Filter: 3.563000 seconds
Ground truth pos_x: 15.610000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.220000, Ground truth v_y: 6.000000, Measurement pos_x: 15.988114 , Measurement pos_y: 31.096644, Estimated pos_x: 15.829847, Estimated v_x: 2.859112, Estimated pos_y: 31.316418, Estimated v_y: 6.202119, Kalman gain1: 0.621819, Kalman gain2: 0.615136, Time taken for Kalman Filter: 3.583000 seconds
Ground truth pos_x: 15.640000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.280000, Ground truth v_y: 6.000000, Measurement pos_x: 15.394185 , Measurement pos_y: 31.079527, Estimated pos_x: 15.939073, Estimated v_x: 2.938880, Estimated pos_y: 31.201379, Estimated v_y: 5.726334, Kalman gain1: 0.621819, Kalman gain2: 0.615132, Time taken for Kalman Filter: 3.601000 seconds
Ground truth pos_x: 15.670000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.340000, Ground truth v_y: 6.000000, Measurement pos_x: 15.462269 , Measurement pos_y: 31.129889, Estimated pos_x: 15.611365, Estimated v_x: 2.585625, Estimated pos_y: 31.146093, Estimated v_y: 5.422899, Kalman gain1: 0.621819, Kalman gain2: 0.615129, Time taken for Kalman Filter: 3.621000 seconds
Ground truth pos_x: 15.700000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.400000, Ground truth v_y: 6.000000, Measurement pos_x: 16.258082 , Measurement pos_y: 31.109717, Estimated pos_x: 15.528433, Estimated v_x: 2.478008, Estimated pos_y: 31.156062, Estimated v_y: 5.303181, Kalman gain1: 0.621819, Kalman gain2: 0.615126, Time taken for Kalman Filter: 3.640000 seconds
Ground truth pos_x: 15.730000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.460000, Ground truth v_y: 6.000000, Measurement pos_x: 15.689573 , Measurement pos_y: 31.043420, Estimated pos_x: 15.991514, Estimated v_x: 2.911589, Estimated pos_y: 31.146643, Estimated v_y: 5.133704, Kalman gain1: 0.621819, Kalman gain2: 0.615123, Time taken for Kalman Filter: 3.659000 seconds
Ground truth pos_x: 15.760000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.520000, Ground truth v_y: 6.000000, Measurement pos_x: 16.051049 , Measurement pos_y: 31.652816, Estimated pos_x: 15.814773, Estimated v_x: 2.707949, Estimated pos_y: 31.100844, Estimated v_y: 4.869242, Kalman gain1: 0.621819, Kalman gain2: 0.615120, Time taken for Kalman Filter: 3.678000 seconds
Ground truth pos_x: 15.790000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.580000, Ground truth v_y: 6.000000, Measurement pos_x: 15.708813 , Measurement pos_y: 31.682888, Estimated pos_x: 15.971934, Estimated v_x: 2.836630, Estimated pos_y: 31.465848, Estimated v_y: 5.733236, Kalman gain1: 0.621819, Kalman gain2: 0.615117, Time taken for Kalman Filter: 3.696000 seconds
Ground truth pos_x: 15.820000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.640000, Ground truth v_y: 6.000000, Measurement pos_x: 15.714523 , Measurement pos_y: 31.981960, Estimated pos_x: 15.819048, Estimated v_x: 2.657331, Estimated pos_y: 31.623562, Estimated v_y: 6.008315, Kalman gain1: 0.621819, Kalman gain2: 0.615114, Time taken for Kalman Filter: 3.715000 seconds
Ground truth pos_x: 15.850000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.700000, Ground truth v_y: 6.000000, Measurement pos_x: 15.876681 , Measurement pos_y: 32.110253, Estimated pos_x: 15.764102, Estimated v_x: 2.576692, Estimated pos_y: 31.871156, Estimated v_y: 6.523818, Kalman gain1: 0.621819, Kalman gain2: 0.615111, Time taken for Kalman Filter: 3.734000 seconds
Ground truth pos_x: 15.880000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.760000, Ground truth v_y: 6.000000, Measurement pos_x: 16.284978 , Measurement pos_y: 31.834917, Estimated pos_x: 15.843851, Estimated v_x: 2.630090, Estimated pos_y: 32.045682, Estimated v_y: 6.825237, Kalman gain1: 0.621819, Kalman gain2: 0.615108, Time taken for Kalman Filter: 3.753000 seconds
Ground truth pos_x: 15.910000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.820000, Ground truth v_y: 6.000000, Measurement pos_x: 16.304842 , Measurement pos_y: 32.770906, Estimated pos_x: 16.128098, Estimated v_x: 2.885252, Estimated pos_y: 31.938534, Estimated v_y: 6.339926, Kalman gain1: 0.621819, Kalman gain2: 0.615105, Time taken for Kalman Filter: 3.771000 seconds
Ground truth pos_x: 15.940000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.880000, Ground truth v_y: 6.000000, Measurement pos_x: 15.989229 , Measurement pos_y: 32.196333, Estimated pos_x: 16.248912, Estimated v_x: 2.976220, Estimated pos_y: 32.485364, Estimated v_y: 7.681793, Kalman gain1: 0.621819, Kalman gain2: 0.615102, Time taken for Kalman Filter: 3.790000 seconds
Ground truth pos_x: 15.970000, Ground truth v_x: 3.000000, Ground truth pos_y: 31.940000, Ground truth v_y: 6.000000, Measurement pos_x: 16.052161 , Measurement pos_y: 31.228924, Estimated pos_x: 16.098692, Estimated v_x: 2.798182, Estimated pos_y: 32.332171, Estimated v_y: 7.041315, Kalman gain1: 0.621819, Kalman gain2: 0.615099, Time taken for Kalman Filter: 3.810000 seconds
Ground truth pos_x: 16.000000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.000000, Ground truth v_y: 6.000000, Measurement pos_x: 15.402127 , Measurement pos_y: 32.271008, Estimated pos_x: 16.080340, Estimated v_x: 2.752350, Estimated pos_y: 31.664659, Estimated v_y: 4.979998, Kalman gain1: 0.621819, Kalman gain2: 0.615097, Time taken for Kalman Filter: 3.827000 seconds
Ground truth pos_x: 16.030000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.060000, Ground truth v_y: 6.000000, Measurement pos_x: 15.689601 , Measurement pos_y: 31.572260, Estimated pos_x: 15.669024, Estimated v_x: 2.318256, Estimated pos_y: 32.064402, Estimated v_y: 5.960618, Kalman gain1: 0.621819, Kalman gain2: 0.615094, Time taken for Kalman Filter: 3.846000 seconds
Ground truth pos_x: 16.060000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.120000, Ground truth v_y: 6.000000, Measurement pos_x: 16.006897 , Measurement pos_y: 32.373323, Estimated pos_x: 15.690587, Estimated v_x: 2.316654, Estimated pos_y: 31.777065, Estimated v_y: 4.985342, Kalman gain1: 0.621819, Kalman gain2: 0.615092, Time taken for Kalman Filter: 3.863000 seconds
Ground truth pos_x: 16.090000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.180000, Ground truth v_y: 6.000000, Measurement pos_x: 16.067183 , Measurement pos_y: 32.452124, Estimated pos_x: 15.896035, Estimated v_x: 2.496963, Estimated pos_y: 32.170520, Estimated v_y: 5.954257, Kalman gain1: 0.621819, Kalman gain2: 0.615089, Time taken for Kalman Filter: 3.882000 seconds
Ground truth pos_x: 16.120000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.240000, Ground truth v_y: 6.000000, Measurement pos_x: 16.351068 , Measurement pos_y: 32.501139, Estimated pos_x: 16.011901, Estimated v_x: 2.586875, Estimated pos_y: 32.369711, Estimated v_y: 6.349282, Kalman gain1: 0.621819, Kalman gain2: 0.615087, Time taken for Kalman Filter: 3.903000 seconds
Ground truth pos_x: 16.150000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.300000, Ground truth v_y: 6.000000, Measurement pos_x: 15.784295 , Measurement pos_y: 32.163349, Estimated pos_x: 16.232584, Estimated v_x: 2.779580, Estimated pos_y: 32.475929, Estimated v_y: 6.470516, Kalman gain1: 0.621819, Kalman gain2: 0.615084, Time taken for Kalman Filter: 3.922000 seconds
Ground truth pos_x: 16.180000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.360000, Ground truth v_y: 6.000000, Measurement pos_x: 16.124620 , Measurement pos_y: 32.533704, Estimated pos_x: 15.964341, Estimated v_x: 2.486748, Estimated pos_y: 32.303344, Estimated v_y: 5.795106, Kalman gain1: 0.621819, Kalman gain2: 0.615082, Time taken for Kalman Filter: 3.942000 seconds
Ground truth pos_x: 16.210000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.420000, Ground truth v_y: 6.000000, Measurement pos_x: 16.401042 , Measurement pos_y: 32.330994, Estimated pos_x: 16.073410, Estimated v_x: 2.570037, Estimated pos_y: 32.469736, Estimated v_y: 6.104723, Kalman gain1: 0.621819, Kalman gain2: 0.615080, Time taken for Kalman Filter: 3.961000 seconds
Ground truth pos_x: 16.240000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.480000, Ground truth v_y: 6.000000, Measurement pos_x: 16.998785 , Measurement pos_y: 32.970675, Estimated pos_x: 16.286857, Estimated v_x: 2.755748, Estimated pos_y: 32.405114, Estimated v_y: 5.744809, Kalman gain1: 0.621819, Kalman gain2: 0.615077, Time taken for Kalman Filter: 3.980000 seconds
Ground truth pos_x: 16.270000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.540000, Ground truth v_y: 6.000000, Measurement pos_x: 16.596132 , Measurement pos_y: 32.981417, Estimated pos_x: 16.739969, Estimated v_x: 3.176687, Estimated pos_y: 32.782187, Estimated v_y: 6.663019, Kalman gain1: 0.621819, Kalman gain2: 0.615075, Time taken for Kalman Filter: 4.000000 seconds
Ground truth pos_x: 16.300000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.600000, Ground truth v_y: 6.000000, Measurement pos_x: 16.259253 , Measurement pos_y: 32.347781, Estimated pos_x: 16.662542, Estimated v_x: 3.068679, Estimated pos_y: 32.932233, Estimated v_y: 6.903385, Kalman gain1: 0.621819, Kalman gain2: 0.615073, Time taken for Kalman Filter: 4.018000 seconds
Ground truth pos_x: 16.330000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.660000, Ground truth v_y: 6.000000, Measurement pos_x: 16.130151 , Measurement pos_y: 32.450316, Estimated pos_x: 16.423375, Estimated v_x: 2.801753, Estimated pos_y: 32.590151, Estimated v_y: 5.715111, Kalman gain1: 0.621819, Kalman gain2: 0.615071, Time taken for Kalman Filter: 4.038000 seconds
Ground truth pos_x: 16.360000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.720000, Ground truth v_y: 6.000000, Measurement pos_x: 16.254169 , Measurement pos_y: 32.806558, Estimated pos_x: 16.251639, Estimated v_x: 2.604167, Estimated pos_y: 32.523369, Estimated v_y: 5.355809, Kalman gain1: 0.621819, Kalman gain2: 0.615069, Time taken for Kalman Filter: 4.056000 seconds
Ground truth pos_x: 16.390000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.780000, Ground truth v_y: 6.000000, Measurement pos_x: 16.102599 , Measurement pos_y: 32.599293, Estimated pos_x: 16.263060, Estimated v_x: 2.589706, Estimated pos_y: 32.721406, Estimated v_y: 5.775948, Kalman gain1: 0.621818, Kalman gain2: 0.615067, Time taken for Kalman Filter: 4.075000 seconds
Ground truth pos_x: 16.420000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.840000, Ground truth v_y: 6.000000, Measurement pos_x: 16.506404 , Measurement pos_y: 32.634587, Estimated pos_x: 16.173076, Estimated v_x: 2.475084, Estimated pos_y: 32.665987, Estimated v_y: 5.445836, Kalman gain1: 0.621818, Kalman gain2: 0.615065, Time taken for Kalman Filter: 4.094000 seconds
Ground truth pos_x: 16.450000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.900000, Ground truth v_y: 6.000000, Measurement pos_x: 16.629083 , Measurement pos_y: 32.635811, Estimated pos_x: 16.389706, Estimated v_x: 2.664878, Estimated pos_y: 32.666420, Estimated v_y: 5.287782, Kalman gain1: 0.621818, Kalman gain2: 0.615063, Time taken for Kalman Filter: 4.112000 seconds
Ground truth pos_x: 16.480000, Ground truth v_x: 3.000000, Ground truth pos_y: 32.960000, Ground truth v_y: 6.000000, Measurement pos_x: 16.703641 , Measurement pos_y: 33.287021, Estimated pos_x: 16.548633, Estimated v_x: 2.795719, Estimated pos_y: 32.666761, Estimated v_y: 5.133623, Kalman gain1: 0.621818, Kalman gain2: 0.615061, Time taken for Kalman Filter: 4.131000 seconds
Ground truth pos_x: 16.510000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.020000, Ground truth v_y: 6.000000, Measurement pos_x: 16.735138 , Measurement pos_y: 33.044474, Estimated pos_x: 16.655593, Estimated v_x: 2.873862, Estimated pos_y: 33.076130, Estimated v_y: 6.187342, Kalman gain1: 0.621818, Kalman gain2: 0.615059, Time taken for Kalman Filter: 4.152000 seconds
Ground truth pos_x: 16.540000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.080000, Ground truth v_y: 6.000000, Measurement pos_x: 16.731009 , Measurement pos_y: 33.368958, Estimated pos_x: 16.715924, Estimated v_x: 2.905111, Estimated pos_y: 33.079140, Estimated v_y: 6.013588, Kalman gain1: 0.621818, Kalman gain2: 0.615057, Time taken for Kalman Filter: 4.169000 seconds
Ground truth pos_x: 16.570000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.140000, Ground truth v_y: 6.000000, Measurement pos_x: 16.172076 , Measurement pos_y: 33.253018, Estimated pos_x: 16.736291, Estimated v_x: 2.896521, Estimated pos_y: 33.283834, Estimated v_y: 6.441570, Kalman gain1: 0.621818, Kalman gain2: 0.615055, Time taken for Kalman Filter: 4.188000 seconds
Ground truth pos_x: 16.600000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.200000, Ground truth v_y: 6.000000, Measurement pos_x: 16.623310 , Measurement pos_y: 32.767451, Estimated pos_x: 16.396406, Estimated v_x: 2.531684, Estimated pos_y: 33.288310, Estimated v_y: 6.263583, Kalman gain1: 0.621818, Kalman gain2: 0.615053, Time taken for Kalman Filter: 4.208000 seconds
Ground truth pos_x: 16.630000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.260000, Ground truth v_y: 6.000000, Measurement pos_x: 16.407912 , Measurement pos_y: 32.941267, Estimated pos_x: 16.547074, Estimated v_x: 2.655671, Estimated pos_y: 32.983664, Estimated v_y: 5.169762, Kalman gain1: 0.621818, Kalman gain2: 0.615052, Time taken for Kalman Filter: 4.225000 seconds
Ground truth pos_x: 16.660000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.320000, Ground truth v_y: 6.000000, Measurement pos_x: 17.026388 , Measurement pos_y: 33.076417, Estimated pos_x: 16.470583, Estimated v_x: 2.553746, Estimated pos_y: 32.976131, Estimated v_y: 4.992843, Kalman gain1: 0.621818, Kalman gain2: 0.615050, Time taken for Kalman Filter: 4.244000 seconds
Ground truth pos_x: 16.690000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.380000, Ground truth v_y: 6.000000, Measurement pos_x: 16.444532 , Measurement pos_y: 33.461719, Estimated pos_x: 16.825851, Estimated v_x: 2.879886, Estimated pos_y: 33.057761, Estimated v_y: 5.087811, Kalman gain1: 0.621818, Kalman gain2: 0.615048, Time taken for Kalman Filter: 4.262000 seconds
Ground truth pos_x: 16.720000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.440000, Ground truth v_y: 6.000000, Measurement pos_x: 16.620547 , Measurement pos_y: 32.735995, Estimated pos_x: 16.599631, Estimated v_x: 2.627644, Estimated pos_y: 33.330921, Estimated v_y: 5.755642, Kalman gain1: 0.621818, Kalman gain2: 0.615047, Time taken for Kalman Filter: 4.282000 seconds
Ground truth pos_x: 16.750000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.500000, Ground truth v_y: 6.000000, Measurement pos_x: 16.798132 , Measurement pos_y: 33.080644, Estimated pos_x: 16.622574, Estimated v_x: 2.624348, Estimated pos_y: 32.977684, Estimated v_y: 4.517847, Kalman gain1: 0.621818, Kalman gain2: 0.615045, Time taken for Kalman Filter: 4.302000 seconds
Ground truth pos_x: 16.780000, Ground truth v_x: 3.000000, Ground truth pos_y: 33.560000, Ground truth v_y: 6.000000, Measurement pos_x: 16.063619 , Measurement pos_y: 34.573947, Estimated pos_x: 16.741664, Estimated v_x: 2.716182, Estimated pos_y: 33.059243, Estimated v_y: 4.627787, Kalman gain1: 0.621818, Kalman gain2: 0.615043, Time taken for Kalman Filter: 4.318000 seconds
